title,soldprice,solddate,bids,link
Apple iPhone SE 3rd Gen. (PRODUCT)RED - 64GB - (T-Mobile) **PONW/SALVAGE/READ!**,73.73,Sold  3 Oct 2023,1 bid,https://www.ebay.co.uk/itm/145321065560?epid=20052772938&hash=item21d5cf7c58%3Ag%3AINAAAOSwEa9lD7eq&amdata=enc%3AAQAIAAAAwERo7RZLqXhJDhwSzzZZl9x8S8UheBu2AW%2BybGkoTKhWW8BKJYlMZY7nMeZJ0l0TkkTBRh6ZKvRLLzLLsIHXFdKNL4NJEOxfmGVdCYOwDOgqGsipmb1OJTzgDJWMxRtlozvPywe8xTrSU0sb3btC7mDHoTVcHxMpMebQmve7e2Cv%2B%2BbTbAqTyk1D8EsEqDb77qt%2FJ%2FLHFByMdLoxEBCqx3uGapQvPomL1m7B0T7XLlNDynvx6tH3IYv6ew9Pn1vkvA%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 6S. # A1633. Silver,8.18,Sold  3 Oct 2023,1 bid,https://www.ebay.co.uk/itm/305160655557?hash=item470cfe12c5%3Ag%3Am2EAAOSww3VkpHxB&amdata=enc%3AAQAIAAAA4NqjYhpjr6r%2FvMXXShloOGVbJuEYKduL8Mlmqla7QjbXErIi6K4BqmO3F%2B1h4kQOACnQPcDG8J16eeksa53pN%2BwvbMM2SM28HbOYM0AUg99wWVE%2F598l%2BdmMlNC9aSYuoUBnS4d48nVIy4XM4Q7U14FN4FJclAEz5DzxrqwT2W24s7%2FU6D%2BH9jqLSAokNkVPlM0ImL%2Fif%2Bw1mVnRNtZbDtN8LHLZDSrZGwBuFHw%2BJnJ8aSXmUIc0L6NozCfvYVzj72hFhgZq3qmPlcsT6w8oMk3DMj%2B8qOjGydksYux0Agaz%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
brand new in box 256 GB iphone 14 starlight,401.46,Sold  3 Oct 2023,17 bids,https://www.ebay.co.uk/itm/186095847599?hash=item2b542d48af%3Ag%3AM0YAAOSw4QNk8VkY&amdata=enc%3AAQAIAAAA4FJPz01GdQN%2FPhNsUkV3FewXfz3qgwc2YDvzNOAUyDaYds5BvNAXUONCXekyHXIbefir1y24azQT%2FOENJGcDUTmfAR9yZXihuFc7GU258X08MqacHcpv5Su%2BnD7G7y5vQ7bTBuy9rkx9sFPoiJqdpskRMrDWw6MVKdxfICRQInnLcVQeEq1juF07rgN7YriwH8Bq8fe9WQx81xkOkq94dVjEFufZ0IkJ1CMdEr6pVaXo0sJm3GICA7qb0cUc0N5FIpaOV1HCNycjWSkZwJevgHKsG%2FDH1uf5zFOh99YvP0%2BX%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 11 Pro Max - 64GB - Gold (Unlocked) A2161 (CDMA + GSM),286.76,Sold  3 Oct 2023,75 bids,https://www.ebay.co.uk/itm/295952179596?epid=23034220760&hash=item44e81fe18c%3Ag%3Ae3UAAOSwgPReNsmD&amdata=enc%3AAQAIAAAA4CQ4M7FGcnr%2BeS%2F5HOdnh4L2emNu6IgSOai6x7WMDboqGU6X91Ke%2BMpUkKAS8fe%2Fdj3DorhEXCLxdgmYqbGd0mWJiY3oFLL2g446FL%2F6Tap3ueaerx7ZYpDVzIoHWXnixCrug7DC20lCBw%2FfbrykzNL%2FxkefwlncT8KEBX7tNLRfvXN8S%2F8WmdAIbaogQ751aZQ0KU0HjOO7pVU%2FFwDZ8uCuEhGLRudKLuiwYjIZ%2FJo%2Bq9HFc9VBjp%2FnfxBc0reqwnoV6AaZkmlPQNVLWb3nTFO9aheSgRB89W7%2FVwZ%2F9AEu%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone SE - 32GB - Silver (Unlocked) A1662 (CDMA + GSM),36.87,Sold  3 Oct 2023,8 bids,https://www.ebay.co.uk/itm/266432529096?epid=17057002937&hash=item3e089dc2c8%3Ag%3AFaQAAOSwzzNlDnWQ&amdata=enc%3AAQAIAAAA4DvVoBI%2FBgwWIQFIenNnWKvc9GrZlksNH%2F3hAB5u9TrxPjBFMg6b7j11D82rNrYB9GmzQyZSl%2FUFlBl5%2Bpw6%2BhF7VOUwDwd8VMRdvfKhQ4gRlXyx5npwb0xeeXtKJXHm9MVz33LFz2LJCZbCEubRMVNADecjxg3P%2Fq8YTg8%2FRpxRz%2BjBgnHwYxfkpyPulbmfoEfnFUozqFkSbLPKDlSPgebv2nufdivh1BVgP7eGgmNMp3qQpcNdQcue2xLQxQJtz1CqBTukdB3fbhVqrhwuQ4QcGg6La4I9kC0IBxlbrUgX%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
New listingApple iPhone 14 Pro Max - 128GB - Silver (AT&T) Reserved,327.72,Sold  3 Oct 2023,1 bid,https://www.ebay.co.uk/itm/196010068277?hash=item2da31c4935%3Ag%3Aul8AAOSwxK9lG1F3&amdata=enc%3AAQAIAAAAwEAX1Vc%2FRntuaZVbsbMV5JuDK7urpeIg67GgHc2m4goQ3%2BLddr3Y0uibNWm4Vn1tASYAAeCs%2Ftx67iEMNTNfmdj%2BGLHvD%2FVnYwmedjy84mNw588MeLrh3UI42tpa%2FcL46%2BGovywwl7PLCaU%2FwiMgGh5BuCx8QNSz4KUGhTjMgjuMwYMGMih5ycgnYl4jjHSi5rF%2BQ2Oo060xIcBGMMSkGiMgShNGdP3%2BBdiHlUviG%2BP30hp0ebHLk190%2BOqkxpHxyw%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 7 - 128GB - Black (Unlocked) A1778 (GSM),56.53,Sold  3 Oct 2023,6 bids,https://www.ebay.co.uk/itm/266426308045?epid=240455119&hash=item3e083ed5cd%3Ag%3AjvsAAOSw8e5lEhYQ&amdata=enc%3AAQAIAAAA4H50kvqcbyVsKYaIQ5Mp%2Bey9Lu7cYLKEh56ok3FAwf%2BGxKvrwmxzF63oxmb%2BLT6HKUIJ%2B%2FcViUeo%2FFqlbJbYuDgKlyptwhLRaQa3AJBRVYqBwZznkjj1zOSBXiWpP2wrEuyVsF1f%2FuBQGAlaqIGJmz%2FRv30%2B8ATpgXz3YVCj5vOWqSkyWPpL%2B5oDP%2F60Njb7rsnW3gfP%2FPfrLBON3P6I1w6I%2BpO9Cij3p62%2BKXGrCzHREIC6o23sZ%2B0B2DqDj4Jmf7ImlS%2FZ%2BnewQG9XrsntCCmaO8K8qzflcjkSlGdoLfNg%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone SE - 64GB - Space Gray (Unlocked) Grade A - iOS 14!,61.44,Sold  3 Oct 2023,31 bids,https://www.ebay.co.uk/itm/386159177051?epid=220278114&hash=item59e8e16d5b%3Ag%3AhmsAAOSwLsxlGGJC&amdata=enc%3AAQAIAAAAwNU7%2FIpfjyZo5Dv5tXZ7pfXiGA9ixmMpIA3FHdTVU0zQSuy0VChnUxfFdZi9vcciUVYVBBPI6Crcux1qkaqJAY%2BUbDKIeZao50m2c7t4bUwJq8Ke3EvB%2FVNxQvVUB622xxl7tKQtGBfJU1jOrytkHz4zClWMUMhkYrUB376a3zaEpdDhu%2FvVTzv8w0na4WJIhMNC9g0CgTvaEWWTT%2BkVRvK3zd0XihknAD1p9CPmC0msp5GIecVq9m1wvvIpN2d5Kg%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
New listingApple iPhone 12 Pro Max - 256GB - Pacific Blue (Unlocked) A2342 (CDMA + GSM),430.13,Sold  3 Oct 2023,1 bid,https://www.ebay.co.uk/itm/134752709757?epid=24041710348&hash=item1f5fe32c7d%3Ag%3ABegAAOSwMCVlGzEk&amdata=enc%3AAQAIAAAA4E9Q8fRPYU4BlSZv81A3ggPs%2Fl1WS6G6ezxuJLgGODtxlgtMnNu9Mi5seCxIIDS0GfW7lOzRyE1c8ad%2Fcd1YcK9y4mYi7fINrGPLd7Cwh9DdUcOKu1fq3a0luxtHS7WF1Ji2lJCn0MbetpxEiUxUE6KCL3AwwUBC2NYbCedQVq8gaa5Z6PH6FGQdTGe6PKc06hUHdH1W35dkBwRif4b8%2Ff8LLBEJWEUlCX6yHtri55QBpAGSb1NydL6F8IuZxWPHN6I2UdY8uO4BToVO1%2BWlKtETORoV9gjdHNtF0HVoqCp2%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
New listingApple iPhone 14 Pro Max - 128GB - Silver (AT&T)  nice phone white in color ,327.72,Sold  3 Oct 2023,1 bid,https://www.ebay.co.uk/itm/196010037916?hash=item2da31bd29c%3Ag%3AT68AAOSwPmtlG0on&amdata=enc%3AAQAIAAAAwH5sihi8qiXOCO4SrWlqlldihgqHF5tCRpRkacf%2F8O3uCZ%2Fm%2FAMzDsyFY531zQiFgwWRDxPqd1%2FNB9YNSjrQCmsDC61sYvxq%2BG%2BkTSVA5%2B92qAngUGksmRDzCtpfXCzZSiQMduCJqu5XLDBOvsbyqZW6OAWEYlTuTjmx9zPJ5ysXeIR0rMOVTBzz2eKE7sqG5Yyz2a9%2BiouFD9ltIIJUr77pzG9jyoo%2FCHsc5J1ByQPkFFmoh5pQoF8OT6%2BZigcukg%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Cell Phone Lot  14 Phones Total. Iphone Galaxy Samsung Lg Blackberry Nokia,145.43,Sold  2 Oct 2023,15 bids,https://www.ebay.co.uk/itm/386147541915?hash=item59e82fe39b%3Ag%3Azb4AAOSw4AxlEgyD&amdata=enc%3AAQAIAAAA4FXoHX3r1%2FB6x4IoCDGXVbB0ckCwnnSsLvuqrit9MC%2BJO8J7pHiNh7Pkzt%2F%2ByGQOvOhP2gLzhDPhpIkgcCKPHlLoyvG601AHwp%2FJOp7vgBpbg1k7vGBY1ueSh%2FUNDGCCNCoBHEi%2F8lsTV7W%2BKwN3AtUyzLWSDEqPcD%2FIew7P4RTTjNBgUZDdi0U598yU1gHoBHoBthcnfplywMROUIMeo19hFdcVaG8qTviXmCU9DWwz8BwR4U%2BqxC2c%2BmnPmNnPeOQHpxWPTJPmw3JN0PTLyIwGSjjdq%2ByZefDi3z3rCv9W%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Lot Of 3 - Apple iPhone SE 2020 & Other iPhones - Untested - Unknown Status,6.96,Sold  2 Oct 2023,9 bids,https://www.ebay.co.uk/itm/386147510226?hash=item59e82f67d2%3Ag%3AM4MAAOSwEBVlEgaA&amdata=enc%3AAQAIAAAA4F0ySnMDL%2B8bt1Sat17luqmKZGh%2BR4V3FvnjirvuykfqwQsjMtPIlcx7bSo5ypt9v%2BwDG1JzLyHSJXkU6rGJdpWDc%2BVQ2UyB47qgITuGx%2BWvqkGRgM5UjCvYYDJnujsLpgj5ZHXOnq4Ma8a3ygc2tbAxQ2QP3NsTh%2BsMxbD1%2B6Fp8Bd8c8oCSb3z19GZDN48h81DqKpxRADqh2%2FbTXrqj94Nc4GD3dTtY8EtAB6SvRtpHhhlY%2BBEAaHo7IuXQBhA1UkZVQnwwmt%2FArVQUyPO9YvlbNE6VClJ7bmpFgCf%2BaLM%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
326 - iPhone 5S Faulty as Replacement Part 64GB A1457,3.04,Sold  2 Oct 2023,4 bids,https://www.ebay.co.uk/itm/325823426639?hash=item4bdc96f04f%3Ag%3A3-IAAOSwD9tlDhA%7E&amdata=enc%3AAQAIAAAAsLOHXzrZxKFAaCRhOJVbO%2Fq6y4%2FywT0BwcciGooPiyhGo4muSINfRS%2FXKZavTAptwjtVt26RrUlDuegZT3RVLVgQgKuGUudNCGbMJ7mxtTF7N2YXM0u6zAdP0HErxwZEQT8we%2FGv5KucxA%2BCv6dWzQ6M2X9xtIUG7vJuFcs%2FQoJytFuDqcLFyF9FJWa1nYxCGBeSkRYb6u28w%2FxzpHj6Qx%2BXDrB%2F4VfaHmNm08xz%2FSv1%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 12 - 256GB - Blue IC for Parts ,88.08,Sold  2 Oct 2023,4 bids,https://www.ebay.co.uk/itm/204476227045?epid=18041715094&hash=item2f9bbb9de5%3Ag%3A328AAOSwX2VlEgMi&amdata=enc%3AAQAIAAAA4KkQC81lovFzd6l3jxzbnIiG526j0XZChqje5rILE1%2BakYRIjxJTJUKxqyaw2it3%2F8StasZAcqM0yaPry8j6dJdHcy5osIHZlvAa1o1zJzYd9boVl1diCAFGLnFSN0ui4e0W2mJIr1U7J6ASV238pwrVAT8x9D74IVWQDHzIQGicp5h04wLr1LAeCeHUCUNvGAQCOha%2FB0P%2BY5CNBTX3AHsxHLla7%2BKtmNQAUvQR68%2BAY5BiRffDOXdyZ1htVr%2FyVIIawU9kxMAhCFpB36NZ6nQIHJSeEAdSDPEkZz%2FY%2FDtJ%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 12 - 64GB - Blue (AT&T) - AS-IS,137.23,Sold  2 Oct 2023,55 bids,https://www.ebay.co.uk/itm/314853899627?epid=18041714849&hash=item494ec13d6b%3Ag%3A9EAAAOSwp-Fk9e9%7E&amdata=enc%3AAQAIAAAAwLDg75gjWfXrvB1I8DAiOScDG0UBdFz7A%2FdTbGzTi0pMwXJ00WcWyXGeCizo7tfF%2FqnMtDibg7F%2FGpn35Yg5r4GVpCUZC94SXnXnEeiQp1RSSlJtaNweEj5l7U4prwxyGd2sN2HbW19iDSGpcDWzlbfeuwHHOI08kH6Gg8zMVw9kFeQyWdIZupLmmCNrTQLYYkuvZttY7FFNZsx7L8RJUgoK0Z%2F13kIc5NJMIqGUkAnCB4C2uw4uCokC79yFe8WOIQ%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone 13 Pro Max - 128GB - Gray (ATT) (Read Description) DC1055,491.58,Sold  2 Oct 2023,81 bids,https://www.ebay.co.uk/itm/276069463175?epid=19049287628&hash=item404705b487%3Ag%3AXCYAAOSwrAxk0p9Y&amdata=enc%3AAQAIAAAAwPMmm6lRd6lzJyzPkBEQy2jFD0zM5NyjYRuuVWEsitVt20QLAIXpzTVNK2OGWBTANFP2obk1KtMTa1g%2FHty5pPGLL5U9XNxUCRaeWaGKQew9w9saL2HbQA9%2BT866OSS24xxpEhmQBWplq%2BoRlST%2FfcrG%2FLHTCpBwM7UZLfLwmU07X6bfo%2BIVxEzht%2Bwz5Z0XVYOOrnXyIcOAkIgViS2q7YqcF2TISlmb1hP5FVLMSYrzVW3tDx2OEr%2B8HjjU8TN0zQ%3D%3D%7Ctkp%3ABk9SR5bBu8PeYg&LH_Auction=1
Apple iPhone XR - 128GB - Black (Unlocked) A2105 (GSM),114.0,Sold  2 Oct 2023,11 bids,https://www.ebay.co.uk/itm/355058425156?epid=14023707667&hash=item52ab219d44%3Ag%3AC38AAOSwhCNlEgAM&amdata=enc%3AAQAIAAAA4JOJOTxnnvxf%2FlYQmLfoBOlhHW%2FsB1yf%2BT%2FaIgQuRK8qtaHvW5WZ%2BdmK5Kbwtl%2Bo8nUgUKQ%2FEQ0qQnxyn21fT12KukZxNwJDqN0GIvT5E%2BsYq58NKurvSqsUK1FopF1un8QZUmXXFJiOo%2FRwPnYUdLh6RJLgqoN%2BRqM9%2BMXNzqeSqPqaqvHxWImvzonqRpcbUJAp2tsEEGNi98rWgBmtYIIlyayC4%2F7ZGe3KeJ39rJ5jqUsL%2FMaQI4tBglMSk6CHH%2FWTUE70zHLrim%2Bp4jCVVb4P7RUPkJOKBM1CbW12L4rB%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 14 Pro Max - 128GB - Deep Purple (T-Mobile),443.24,Sold  2 Oct 2023,17 bids,https://www.ebay.co.uk/itm/235233053241?epid=7056262400&hash=item36c4fb8a39%3Ag%3Aoi8AAOSwB-5lF0cz&amdata=enc%3AAQAIAAAA4KWcw24KX1UvGtTf6Z564FZ06Ug59PKQSGNjkONcI%2B0yNmjoMyoiWtm6BseptiFrfFaUh3EohCnMTq3qgUeu4PsWbzGA4egvPmPK5TRiYTiQN81VXCpUKSdwvJaR%2FHbmxDc8zBcHhRFG5T73T2sE7dLn1dlpCmttv76HchAxr0V%2ByTgHTtlTlyaan%2BGo0QTf1%2BargNyrWy0M6BY3dyf88idlKUQBfQGswVCo8%2Ffm0dnoevctrbV2tK5JwTqyCIKWU7F0RM4R5xBWvwwtZZZeZPwhnl5J5X0AFi3XOpXm9q8C%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone XR - 64GB - White (AT&T) A1984 (CDMA + GSM),88.08,Sold  2 Oct 2023,9 bids,https://www.ebay.co.uk/itm/256239731556?epid=3023715527&hash=item3ba9140364%3Ag%3AdPwAAOSwFxtlGeal&amdata=enc%3AAQAIAAAAwHNGHLeTLdcrRD7m3nwvje0B7vrXLugzh2zzoHZyBm4aF0%2Fe1ETKrhWCvVTDPbBXxkvP51kFBZc6eS1yYN9tzxdtKxernSB9l3vcWe8m7smVYo1AqEMa5DnLLg4DydUWk7JVrta9GWfzBsnoYNLN5xvqR7baW%2F%2Fy9pn7bVDN7ZVJcOeOwMhlqZ9o%2BNFc%2FN7ugNICDYa%2B9dhmI83ZDP2AtaCJ6836mumELUNqTSuiopMAUdoiyGFzF09tlVjSBHsX%2Bw%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 8 Plus - For Parts ,10.24,Sold  2 Oct 2023,2 bids,https://www.ebay.co.uk/itm/204476213591?epid=240420160&hash=item2f9bbb6957%3Ag%3AKA8AAOSw7uVlEfzX&amdata=enc%3AAQAIAAAAwNrtuodtlCx8ZGjJ1v2z7LU6SfGLDpHKdzwkQXWj1b9OmA5qOE09U1XDlAIdJtNFUzlid8YKECtY1BUP5kdsfSsfGhAYLPezq2EfURUWy%2Bb9nqrUbyLSh0mtEX9nmmH%2B5%2BeHIORR2YVnFYI4muJJtPszIjXGh44DreQJO7X5la1Z7fNmSkqLzrt0tGeRPxflLkCPfyat9FlByWiRfXgRKkbzHXuB4YMV%2BskdR5A7qRtF4BoZMpZZ2MzQ9zR4lxOKWA%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 14 Pro Max - 512GB - Deep Purple 53 Carrier Lock and Cracked Back,459.63,Sold  2 Oct 2023,7 bids,https://www.ebay.co.uk/itm/256229158016?hash=item3ba872ac80%3Ag%3Any8AAOSw91JlDghZ&amdata=enc%3AAQAIAAAA4DeEIgSiEBD9rAXNablzifUpI0qHewPET2o%2B6E4pU28kXoZ2enwWbJ463apGBs1%2FTW5vmbGvZkj6Ahn3PreMEcbCAepiKqd2fx7xTSUyZwU1cE%2BRbDT%2BF%2Fnhp81m650sJOSGiUlne2vqR7nHL0HBmr1Kn3t3EAcqjIdP2Aonek5JUO5stQwVjXQ2y9XFvwxwvSpqsXSjSIHQobXR9SsKrCMgsJC9zq%2FjfL75TEXC1Dxm3QukTjK4OxC%2FHfYNdqwubStQdSQiyLfit2FXzA1tlTMAPelx1PWXMQ2EoUZubUwf%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
"New listingGreen iPhone 12 128gb Unlocked, Great Condition. See Description",244.97,Sold  2 Oct 2023,1 bid,https://www.ebay.co.uk/itm/126118973672?epid=10041718568&hash=item1d5d46d0e8%3Ag%3AL0EAAOSwt4hlGd1a&amdata=enc%3AAQAIAAAA4IPu7MDovsm7nYs2a2K%2B6JwRqcbFCq0ESJTMrEoJWt%2BGIBB5uWIVFFXFDmr9%2BS0J5z228p3A1JqZEm1ZHf%2BTk7NjlMwioYX4041hTdoMJ5wBPmMy67aoGLfesbED3APzMQDrciVHoAcI21wbennGaaxCeWeTYaE9%2BOdZvYcZCooTP4mReg%2Bns7i2DH1512WLNrTKfCtoClDh5BgdyrG1rwf0msdc2e69TsRwoeVeMMvG86axPf98tAt40TkvU5gvvp%2BEkfR375EitAgU%2FQ2aKfBODdY%2FTg%2FuJcDr1cR3NHzV%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone SE 2nd Gen. (PRODUCT)RED  For Parts,21.3,Sold  2 Oct 2023,2 bids,https://www.ebay.co.uk/itm/204476211515?hash=item2f9bbb613b%3Ag%3A0AgAAOSwWCtlEfvq&amdata=enc%3AAQAIAAAAwKNa%2BnxyIo%2BuY6QbzkT5mDZHVlnOPuqSFSzcehnnSD8uKVcRU67%2B20oZ0ne4LheRU9on13l8Wgatl%2FJEODoyza7jnWWzibc3M%2F4EKCA0JGboxq3l38h3kvKzJ6ZDxHGpYD0E%2B0ByoOhexxBFhTFfNRc9UvvuSk%2BJusKDqiTd3nGq286i26t%2FlLP36CVsPQU6jLHfiY77XhCb%2FbcWYJkmrGnYylIOy%2FXN7iX2vnjAw0Wuvlus6hiGiZE4jjeING9ozg%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone XR - 64GB Black AT&T. Free Shipping.,151.57,Sold  2 Oct 2023,2 bids,https://www.ebay.co.uk/itm/166352109382?epid=17023707251&hash=item26bb5bbf46%3Ag%3AzbIAAOSw7o5lFLbT&amdata=enc%3AAQAIAAAAwNBbcfz5NyTD3Mm2yy%2FT60XLTqhYZW6ThRUeZ0wScdvcc5I%2FDCe7uwSHObPu24apNiwu7rahZEzmk06OuowOnUc9QltV%2By29HkpZEIiiQ%2BDm9d0yriL9E4q%2FByd7SjkoJWO9QgY%2BE35cYcyHil47o4tyAkxlhfvFM7SgfUGvg52m%2BE%2F%2FoE70PA1rpbReTbgawig7488%2BQ6ZsnIJ7jRoCL9749dg0TtoRWAloTuSTnwh2t4iBBVAwFPbJXdn8NRWFZA%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 13 (PRODUCT)RED - 128GB - (Unlocked),417.84,Sold  2 Oct 2023,16 bids,https://www.ebay.co.uk/itm/305160394783?epid=7049287499&hash=item470cfa181f%3Ag%3ANFEAAOSw27VlEfK4&amdata=enc%3AAQAIAAAA4ORFkwa5LlMD8UDTcI8%2FS%2BOg5ezKHpdMEfL9U8pbMBzP4IWAMmQ9PlzEBsxMR8ef89eHNwjXiLVZMFbGWzi8TaivTUhOVNVrqXjv%2Fv44ZmJv19wWhfTCOu66jx3SzmuGOsNU0X4EBkbv9iu%2BJXOPqBP834cmGBcPyQYS7chaLRhyLlKF%2BJoMK17jTJhmXAU3oBtAHlzC02R0KQv3Nc0w5AT3bDvOjl0NdXLg4x9mAqguuu7%2Bzh0%2BtHY4Di4nHbeZeh2PV%2BDPUjFfLYKIFp3mZu5IOnACb%2BgIzxkdN6FGniJc%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 11 Pro - 256GB - Gold (Unlocked) A2160 (CDMA + GSM),292.49,Sold  2 Oct 2023,25 bids,https://www.ebay.co.uk/itm/186103536304?epid=27034209683&hash=item2b54a29ab0%3Ag%3ARl4AAOSwTN1lEE6h&amdata=enc%3AAQAIAAAA4HIE%2Fng3qZ%2FIHSOPwvlaG%2BbA7WZCY3kdiRbWU%2FEq6r%2BRzZR117vYgjFb7Rdn6Hp8auTgTdr%2BMElYdOJRvGDR%2FGdnwzW9sV%2B1JSVX8NyWinr94bX4iWh6VRTgfWx4kw4DFvDaU8ptWjApMqMW%2FWJrTud%2B%2B99J4RhLF8Mc%2FkQfcokK9po8zHZcdo%2FK%2FSsZc%2BnJIjYoxsZAk61eyiLxG%2FSC3kileSRA28vC3Qtti400tKf9y0EY%2BlTs3%2B42bsFF8I3tgxqaWuribq3lpMoaJQFYKdVJrtZJB0l5Tm1Fq28mO5Cz%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 13 - 128GB - Red (Unlocked) (Read Description) DG1022,396.54,Sold  2 Oct 2023,85 bids,https://www.ebay.co.uk/itm/276072836741?epid=11049276145&hash=item4047392e85%3Ag%3ADHkAAOSwlVFk93-3&amdata=enc%3AAQAIAAAA4A6GI2kxN7gS6V5BWp3tecKr2JKzGk0L3r9KD9XkbTqqIsMCM%2FyCjF5Yp60KOd2i5IvsFOAkNkcr5zrJZR25P1bMcFTh9zvNF3Zz0IwhBtiCwDxbZoHcCmIhvCjAuJKacbtlmv5oopLX2Xl6va%2BKAZ280BAei7hXGvvGjh8N2HDw59rTY6Vu7YCCaeplXUkTHkncPfqa8g7uvNwP1GB%2BMCirJNroqzB5TtipvcCl8BDQebpkTPa2qlwcmuootumcUJhiloUb8Ii8%2BMhI%2FDo7WoN4LMnX7hmC7hy72OE077se%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone 13 Pro Max - 256GB - Gold (Unlocked),639.06,Sold  2 Oct 2023,2 bids,https://www.ebay.co.uk/itm/235220033067?epid=7049287413&hash=item36c434de2b%3Ag%3AOIIAAOSwgEpk7jyQ&amdata=enc%3AAQAIAAAAwG6NhhTf20O59mSoxV5jNYrU9O1w9uhLUJw6XbbtJlyDJp%2Bn0J2pwjBndXp9Peoxyrx99Z18y7dgQDM7TdcUS%2F2qWIqeiGiqeujUAiVtTG85kORQFfGITpJwOhn3D8ZW1BKceC%2Bpcj3mIbRg2sMfd5Z2PNMDN6j7NdM8RguNscppfwEJebJIVAWFPxzmDlXssA9J%2BenwBoMymNDGtILllF19eVQJFoiz1Q5FqBJrIEITqtgxNDx8U9huxoPfVCAvlg%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
New listingApple iPhone 11 - 128GB - Purple (Unlocked) A2111 (CDMA + GSM),225.31,Sold  2 Oct 2023,1 bid,https://www.ebay.co.uk/itm/295961579816?epid=21034217815&hash=item44e8af5128%3Ag%3Ar40AAOSwSYxlGx3p&amdata=enc%3AAQAIAAAAwBLqv%2BFO2yoqVb%2FWoADNKd9%2B8ZSqEq%2FANajxwEOP6ovhkiQ8molIzK4%2FuYhx5gbesVWXanCf9mx7I8p4bQvYTft2Z6AXw3BcTf8%2B%2Ffa4oUwz36u%2FoMOHxagbwD2%2FghtGsiyoHsXKUxNSG643J2vPopoAGoAWYUivrJlNk0nht84iCyNpYz98Hhql3ftVTHrRI%2Fx5mvz7dUfnqlDMtjZ8nOIBg%2FXgZaPqqh2ocV1tUEd2fUx6Uq50O6t2A2C46G4%2F8A%3D%3D%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
Apple iPhone X - 256GB MQAM2LL/A - TESTED TO POWER UP ONLY,88.08,Sold  2 Oct 2023,38 bids,https://www.ebay.co.uk/itm/225792752094?epid=13047063371&hash=item34924bf9de%3Ag%3ApDIAAOSw88dlFI9m&amdata=enc%3AAQAIAAAA4C%2F8EOsTQAldzY%2FUfcJ%2BE%2FxL%2FmRKhHb%2BLzbhHYER1ti%2FiKGgYhHB9kA3NvoXuXZCeysbPuoNCNZVESinUo8you7%2FmIhR%2BdYkOdFa41XAjzmmiGqivIqiRA7VOVyRRFGqH4tvFsnXBIxMvJNW2L0hni3YS1X9wrArNK68a%2BjDbiknYtFohRfh16soiNPfQvQv6kVXl8E%2FalUEZ4loSzZ4zzD05o%2BNqH8Zzn25zjJQYNtG6kt%2BYB8Axkk5YCvFOhPbbAYhVsY12C4I9G8naBXMejrgCJsRSxsy5Ur%2FsBiyFCGg%7Ctkp%3ABk9SR5jBu8PeYg&LH_Auction=1
